First Name,Last Name,Citation Count,Gender of Citation,Article Author,Gender of Article Author,JS or RS,field,journal,time period
Thomas,Mails,2,1,0,1,RS,5,JAAR,3
Emmanuella,Main,2,0,0,1,JS,4,JQR,1
Zvi,Malachi,1,1,0,1,JS,4,AJSR,1
GP,Malalasekera,2,1,0,1,RS,4,JAAR,1
Vernon,Malan,1,1,0,1,RS,5,JAAR,3
Jeff,Malapas,1,1,0,1,RS,2,JAAR,3
Shaun,Malarney,8,1,0,0,RS,5,JAAR,3
Bettina,Malcomess,1,0,0,0,RS,5,JAAR,3
David,Maletz,1,1,0,1,JS,3,PRO,3
Nadia,Malinovitch,2,0,0,0,JS,1,JSS,3
Eliezer,Malkiel,2,1,0,1,JS,1,MJ,3
Phoebe,Maltz Bovy,3,0,0,1,JS,5,AJSR,3
Nissim Yaakov,Malul,1,1,0,1,JS,5,AJSR,3
Mahmood,Mamdani,1,1,0,1,RS,2,JAAR,3
David,Mamet,1,1,0,1,JS,5,JSS,3
Tamar,Manasseh,1,0,0,1,JS,5,AJSR,3
Maud,Mandel,1,0,0,0,JS,1,JSS,3
Maud,Mandel,1,0,0,0,JS,1,JSS,3
Norman,Manea,2,1,0,0,JS,3,PRO,3
Susan,Maneck,1,0,0,1,JS,1,JQR,3
Rachel,Manekin,5,0,1,0,JS,1,AJSR,3
Avigail,Manekin Bamberger,1,0,0,0,JS,4,JQR,1
Sabine,Mangold-Will,1,0,0,0,JS,1,JSS,3
Paul,Manhart,2,1,0,1,RS,5,JAAR,3
Andre,Manis,1,1,0,1,RS,5,JAAR,3
Purnima,Mankekar,1,0,0,0,RS,1,JAAR,3
Vivian,Mann,1,0,0,0,JS,1,JQR,3
Jacob,Mann,6,1,0,1,JS,2,JQR,2
Barbara,Mann,4,0,0,0,JS,3,PRO,3
Vivian,Mann,1,0,0,0,JS,1,JSS,3
Barbara,Mann,1,0,0,0,JS,1,JSS,3
Dan ,Manor,1,1,0,0,JS,1,JSS,3
Mohammad Hosein Salehi,Maram,2,1,0,1,JS,1,JSS,3
Afshin,Marashi,1,1,0,1,JS,1,JSS,3
Joseph,Marchal,1,1,0,0,RS,4,JAAR,1
Joseph,Marchal,1,1,0,0,RS,4,JAAR,1
Susanne,Marchand,1,0,0,0,JS,1,JSS,3
Ralph,Marcus,1,1,0,1,JS,4,JQR,1
Jacob,Marcus,4,1,0,0,JS,1,AJSR,3
Ivan,Marcus,2,1,0,0,JS,3,PRO,2
Laura,Marcus,1,0,0,1,JS,3,PRO,3
Avishai,Margalit,1,1,0,0,JS,5,AJSR,3
Jessica,Marglin,3,0,0,0,JS,1,JSS,3
Ron,Margolin,0,1,1,1,JS,2,MJ,3
Peter,Margry,1,1,0,0,RS,5,JAAR,3
Laurie,Marhoefer,1,0,0,0,JS,1,AJSR,3
Iris,Marion Young,1,0,0,1,JS,5,AJSR,3
Cecelia,Mariz,2,0,0,1,RS,5,JAAR,3
Yudel,Mark,4,1,0,0,JS,3,JQR,3
Rudolph,Mark,1,1,0,0,JS,1,AJSR,3
Harvey,Markowitz,1,1,0,1,RS,5,JAAR,3
Richard,Marks,2,1,0,0,JS,1,JQR,3
Herbert,Marks,1,1,0,1,JS,3,PRO,3
Aharon,Markus,1,1,0,1,JS,2,MJ,3
Penny,Marler,1,0,0,1,RS,5,JAAR,3
Marina,Marouda,2,0,0,0,RS,5,JAAR,3
Marie Friedmann,Marquardt,1,0,0,0,RS,5,JAAR,3
Charles,Marsh,1,1,0,1,RS,5,JAAR,3
Ramon,Marti,1,1,0,0,JS,5,AJSR,3
Richard,Martin,1,1,0,1,RS,2,JAAR,2
Craig,Martin,3,1,0,1,RS,5,JAAR,3
Craig,Martin,5,1,0,1,RS,5,JAAR,3
Henri-Jean,Martin,1,1,0,0,JS,1,JSS,3
Aloysius,Martinich,1,1,1,0,RS,2,JAAR,3
Carolyn,Marvin,3,0,0,1,RS,5,JAAR,3
Dalia,Marx,1,0,0,1,JS,1,JSS,3
Alexandra,Maryanski,1,0,0,1,RS,5,JAAR,3
Steve,Mason,1,1,0,1,JS,4,JQR,1
Steve,Mason,1,1,0,1,JS,4,AJSR,1
Joseph,Massad,1,1,0,1,RS,2,JAAR,3
Joseph,Massad,1,1,0,1,JS,5,AJSR,3
Douglas,Massey,1,1,0,1,RS,5,JAAR,3
Tomoko,Masuzawa,1,0,0,0,RS,1,JAAR,3
Tomoko,Masuzawa,1,0,0,1,RS,1,JAAR,3
Tomoko,Masuzawa,3,0,0,1,RS,5,JAAR,3
Tomoko,Masuzawa,2,0,0,1,RS,2,JAAR,3
Tomoko,Masuzawa,1,0,0,0,RS,5,JAAR,3
Tomoko,Masuzawa,1,0,0,0,RS,5,JAAR,3
Tomoko,Masuzawa,1,0,0,1,RS,5,JAAR,3
Tomoko,Masuzawa,1,0,0,0,RS,5,JAAR,3
Tomoko,Masuzawa,1,0,0,1,RS,2,JAAR,1
Bathia,Matalon-Mendelson,2,1,0,1,JS,1,JSS,3
Bimal,Matilal,2,1,0,1,RS,2,JAAR,1
Timothy,Matovina,1,1,0,1,RS,5,JAAR,3
Victor,Matthews,1,1,0,0,RS,4,JAAR,1
Victor,Matthews,1,1,0,0,RS,4,JAAR,1
Trude,Maurer,6,0,0,0,JS,1,JSS,3
Marcel,Mauss,1,1,0,0,RS,5,JAAR,3
Novak,Maximillian,1,1,0,1,JS,3,PRO,3
William,May,2,1,0,0,RS,1,JAAR,3
Jo,Maybin,4,0,0,0,RS,1,JAAR,3
Maya,Mayblin,1,0,0,0,RS,5,JAAR,3
Toby,Mayer,3,1,0,1,RS,2,JAAR,2
Ariel,Mayse,14,1,1,1,JS,2,JSS,3
Melani,McAlister,1,0,0,0,RS,1,JAAR,3
Elizabeth,McAlister,2,0,0,1,RS,5,JAAR,3
Julie,McBrien,1,0,0,0,RS,5,JAAR,3
Dean,Mccannell,1,1,0,1,JS,4,AJSR,1
Kyle,McCarter,1,1,0,1,JS,4,JQR,1
Mary,McCarthy,1,0,0,1,JS,5,JSS,3
Robert,McCauley,1,1,0,1,RS,5,JAAR,3
Bruce,McConachie,1,1,0,0,JS,1,JSS,3
Russell,McCutcheon,2,1,0,0,RS,1,JAAR,3
Russel,McCutcheon,2,1,0,1,RS,5,JAAR,3
Russell,McCutcheon,1,1,0,1,RS,5,JAAR,3
Russel,McCutcheon,1,1,0,1,RS,5,JAAR,3
Russel,McCutcheon,8,1,0,1,RS,5,JAAR,3
Justin,McDaniel,1,1,0,1,RS,4,JAAR,1
Colleen,McDannell,2,0,0,0,RS,5,JAAR,3
Robert,McDermot,1,1,0,0,JS,5,AJSR,3
Shawn,McEntee,1,1,0,1,JS,3,PRO,3
Frank,McGuiness,1,1,0,0,RS,5,JAAR,3
Meredith,McGuire,3,0,0,1,RS,5,JAAR,3
Estelle,McIlvenna,1,0,0,0,JS,3,PRO,3
Peggy,McIntosh,1,0,0,1,JS,5,AJSR,3
Elizabeth,McKeown,3,0,0,0,JS,1,MJ,3
Karline,McLain,1,0,0,0,RS,5,JAAR,3
Adeana,McNicholl,3,0,1,0,RS,5,JAAR,3
Louise,McReynolds,1,0,0,0,JS,3,PRO,3
Omar,McRoberts,2,1,0,0,RS,5,JAAR,3
Carey,McWilliams,4,1,0,1,RS,5,JAAR,3
Meron,Medzini,1,1,0,1,JS,5,MJ,3
Nasar,Meer,2,1,0,1,JS,5,AJSR,3
Ida,Meftahi,1,0,0,1,JS,1,JSS,3
Astrid,Mehmel,4,0,0,0,JS,1,JSS,3
Ved,Mehta,1,1,0,1,JS,1,MJ,3
Matt,Meier,2,1,0,1,RS,5,JAAR,3
Elmantas,Meilus,3,1,0,1,JS,1,JSS,3
Donald,Meinig,1,1,0,1,RS,5,JAAR,3
Jonatan,Meir,1,1,0,0,JS,3,JQR,3
Jonatan,Meir,7,1,0,1,JS,2,JQR,3
Jonatan,Meir,4,1,0,0,JS,1,AJSR,3
Jonatan,Meir,1,1,0,1,JS,1,AJSR,3
Jonatan,Meir,1,1,0,0,JS,1,JSS,3
Natan,Meir,1,1,0,1,JS,1,JSS,3
Moshe,Meiselman,2,1,0,1,JS,1,JSS,3
Dovid,Meisels,1,1,0,1,JS,1,MJ,3
Jodi,Melamed,4,0,0,0,RS,1,JAAR,3
Abraham,Melamed,4,1,0,1,JS,2,JQR,2
Christopher,Melchert,6,1,0,1,JS,2,JQR,2
Jeffrey,Melnick,1,1,0,0,RS,1,JAAR,3
Barbara,Melosh,3,0,0,0,JS,1,MJ,3
Albert,Memmi,1,1,0,1,JS,5,AJSR,3
Aharon Zev,Mendelsohn,1,1,0,1,JS,1,AJSR,3
Adam,Mendelsohn,1,1,0,0,JS,1,JSS,3
Ezra,Mendelsohn,1,1,0,0,JS,3,JSS,3
Adam,Mendelsohn,1,1,0,1,JS,1,JSS,3
Adia,Mendelsohn Maoz,1,0,0,1,JS,3,PRO,3
Edward,Mendelson,1,1,0,0,JS,3,PRO,3
Paul,Mendes Flohr,1,1,0,0,JS,1,JSS,3
Paula,Mendes-Flohr,2,1,0,0,JS,2,MJ,3
Paul,Mendes-Flohr,2,1,0,0,JS,1,JSS,3
Eduoardo,Mendieta,1,1,0,1,RS,5,JAAR,3
Saul,Mendlovitz,1,1,0,1,JS,1,JSS,3
Tobias,Menely,1,1,0,0,JS,3,PRO,3
Raimundo,Menezes,2,1,0,1,RS,5,JAAR,3
Michael,Meng,1,1,0,1,RS,2,JAAR,3
Esther,Menn,2,0,0,1,JS,4,PRO,1
Winfried,Menninghaus,1,1,0,1,JS,3,PRO,3
Maria,Menocal,1,0,0,0,JS,1,JSS,3
Ernst,Merkel,2,1,0,0,JS,1,JQR,3
Peter,Merriman,1,1,0,0,RS,5,JAAR,3
Robert,Merton,4,1,0,1,RS,5,JAAR,3
David,Mevorah,1,1,0,1,JS,4,AJSR,1
Marvin,Meyer,1,1,0,1,RS,5,JAAR,3
Birgit,Meyer,20,0,0,0,RS,5,JAAR,3
Birgit,Meyer,2,0,0,0,RS,5,JAAR,3
Thomas,Meyer,1,1,0,0,JS,1,JQR,3
Isidore,Meyer,1,1,0,0,JS,1,JQR,3
Michael,Meyer,1,1,0,1,JS,1,MJ,3
Michael,Meyer,8,1,0,0,JS,1,AJSR,3
Michael,Meyer,2,1,0,1,JS,1,JSS,3
Beate,Meyer,2,0,0,0,JS,1,JSS,3
Michael,Meyer,1,1,0,1,JS,1,JSS,3
Barbara,Meyerhoff,1,0,0,1,JS,3,PRO,3
Eric,Meyers,1,1,0,1,JS,4,AJSR,1
Helene,Meyers,1,0,0,1,JS,5,AJSR,3
Tony,Michels,1,1,0,1,JS,1,MJ,3
Tony,Michels,2,1,0,0,JS,1,AJSR,3
Jozeph,Michman,1,1,0,0,JS,1,AJSR,3
Jacob,Milgrom,1,1,0,1,JS,4,AJSR,1
Fergus,Millar,1,1,0,1,JS,4,AJSR,1
Richard,Miller,9,1,0,1,RS,5,JAAR,3
Barbara,Miller,1,0,0,0,JS,4,JQR,1
Philip,Miller,6,1,0,1,JS,2,JQR,2
Stuart,Miller,1,1,0,1,JS,4,AJSR,1
Chaim,Miller,24,1,0,1,JS,1,AJSR,3
Arthur,Miller,4,1,0,1,JS,5,JSS,3
Elhanan,Miller,1,1,0,1,JS,1,JSS,3
Charles,Mills,2,1,0,0,RS,1,JAAR,3
Mary Beth,Mills,2,0,0,1,RS,5,JAAR,3
Charles,Mills,2,1,0,1,JS,5,AJSR,3
Anselm,Min,2,1,0,0,JS,5,AJSR,3
Robert,Minor,2,1,0,0,RS,5,JAAR,3
Moses,Mintz,1,1,0,0,JS,1,JQR,3
Jerome,Mintz,1,1,0,1,JS,2,JSS,3
Dan,Miron,1,1,0,0,JS,3,PRO,3
Dan,Miron,2,1,0,1,JS,3,PRO,3
Dan ,Miron,2,1,0,0,JS,3,PRO,3
Dan,Miron,1,1,0,0,JS,3,PRO,3
Dan,Miron,8,1,0,0,JS,3,PRO,3
Dan,Miron,4,1,0,1,JS,3,JSS,3
Dan,Miron,2,1,0,1,JS,1,JSS,3
Shmuel,Mirsky,1,1,0,1,JS,2,JQR,2
Yehuda,Mirsky,1,1,0,1,JS,1,MJ,3
Aaron,Mirsky,4,1,0,1,JS,4,AJSR,1
Dror,Mishani,1,1,0,1,JS,3,PRO,3
Mordecai,Mishor,1,1,0,1,JS,4,AJSR,1
Algimantas,Miskinis,1,1,0,1,JS,1,JSS,3
Maria,Misma,1,0,0,0,JS,1,JSS,3
Donald,Mitchell,1,1,0,1,RS,4,JAAR,1
Timothy,Mitchell,1,1,0,1,RS,1,JAAR,3
Don,Mitchell,1,1,0,1,RS,5,JAAR,3
Amira,Mittermaier,1,0,0,0,RS,5,JAAR,3
Masanori,Miyazawa,1,1,0,1,JS,5,MJ,3
Masanori,Miyazawa,2,1,0,0,JS,5,AJSR,3
Mansoor,Moaddel,1,1,0,1,JS,1,JQR,3
Tariq,Modood,1,1,0,1,JS,3,PRO,3
Sonia,Moghe,1,0,0,1,JS,1,JSS,3
Mel,Mogulof,1,1,0,1,JS,1,JSS,3
Chandra,Mohanty,4,0,0,0,RS,1,JAAR,3
Fariborz,Mokhtari,1,1,0,1,JS,1,JSS,3
Herbert,Molderings,2,1,0,0,JS,1,JSS,3
Arie,Molendijk,1,1,0,0,RS,5,JAAR,3
Anthony,Molho,1,1,0,0,JS,1,JQR,3
Virag,Molnar,2,0,0,0,JS,1,JSS,3
Moojan,Momen,1,1,0,1,JS,1,JQR,3
CS,Monaco,1,1,0,1,JS,1,JQR,3
Yehoshua,Mondshein,1,1,0,1,JS,2,MJ,3
Paula,Montero,4,0,0,1,RS,5,JAAR,3
Paul,Montgomery,2,1,0,1,RS,2,JAAR,3
Stephen,Moore,1,1,0,0,RS,4,JAAR,1
Stephen,Moore,1,1,0,0,RS,4,JAAR,1
Lisa Jean,Moore,1,0,0,0,JS,4,AJSR,1
Annalies ,Moors,2,0,0,0,RS,5,JAAR,3
Peter,Moran,2,1,0,0,RS,5,JAAR,3
Ewa,Moraska,1,0,0,1,JS,1,JSS,3
Vera,Moreen,1,0,0,1,JS,1,JQR,3
Alberto,Moreiras,1,1,0,0,RS,1,JAAR,3
Franco,Moretti,1,1,0,1,JS,1,JQR,3
David,Morgan,9,1,0,0,RS,5,JAAR,3
Thomas,Morgan,1,1,0,1,JS,1,MJ,3
Estelle,Morgan,1,0,0,0,JS,3,PRO,3
Otto,Morkholm,1,1,0,1,JS,4,JQR,1
Luc,Morland,1,1,0,0,RS,1,JAAR,3
Catherine,Morley,1,0,0,0,JS,3,PRO,3
Howard,Morphy,2,1,0,0,RS,5,JAAR,3
Theresa,Morris,1,0,0,1,RS,2,JAAR,3
Bonnie,Morris,1,0,0,0,JS,3,PRO,3
Leslie,Morris,1,0,0,1,JS,1,JSS,3
Amos,Morris-Reich,1,1,0,0,JS,1,JSS,3
Christof,Morrisey,1,1,0,1,JS,1,JQR,3
Gary,Morrison,1,1,0,1,JS,4,JQR,1
Elena,Mortara,2,0,0,1,JS,1,JQR,3
Romney,Moseley,1,1,0,0,RS,1,JAAR,3
Marcus,Moseley,2,1,0,1,JS,2,JQR,3
Joe,Moshenka,1,1,0,0,JS,3,JQR,3
Shlomo,Moshkovits,1,1,0,1,JS,1,MJ,3
Yonatan,Moss,1,1,0,1,JS,2,JQR,2
Kenneth,Moss,1,1,0,0,JS,3,JSS,3
George,Mosse,2,1,0,0,JS,1,JSS,3
Fred,Moten,1,1,0,1,RS,5,JAAR,3
Harold,Motzki,3,1,0,1,JS,2,JQR,2
Aryeh Leo,Motzkin,1,1,0,1,JS,4,AJSR,2
Chantal,Mouffe,1,0,0,1,RS,2,JAAR,3
Nabil,Mouline,1,1,0,1,RS,5,JAAR,3
Suleiman,Mourad,1,1,0,1,RS,2,JAAR,2
Nicos,Mouzelis,2,1,0,1,RS,5,JAAR,3
Ester,Muchawsky-Schnappe,1,0,0,1,JS,1,MJ,3
Rachel,Muers,2,0,1,0,RS,1,JAAR,3
Daniel,Muhlstein,1,1,0,0,JS,3,PRO,3
Swami,Muktananda,1,1,0,0,RS,5,JAAR,3
Markus,Mulke,1,1,0,1,JS,4,JQR,1
Bil,Mullen,1,1,0,0,RS,5,JAAR,3
Herman,Muller,7,1,0,0,JS,3,JQR,3
Jerry,Muller,1,1,0,1,JS,1,MJ,3
Jerry,Muller,1,1,0,0,JS,1,AJSR,3
CWK,Mundle,1,1,0,1,JS,3,PRO,3
Yael,Munk,1,0,0,0,JS,3,PRO,3
Sally,Munt,1,0,0,0,RS,5,JAAR,3
Takamitsu,Muraoka,5,1,0,0,JS,3,JQR,3
Charles,Murgia,1,1,0,1,JS,4,JQR,1
Jerome ,Murphy-O'Connor,3,1,0,1,JS,4,JQR,1
Michelle,Murray Yang,1,0,0,1,RS,5,JAAR,3
TRV,Murti,2,1,0,1,RS,4,JAAR,1
TR,Murti,1,1,0,1,RS,2,JAAR,1
Marian,Mushkat,1,1,0,1,JS,5,MJ,3
Ezekiel,Musleah,3,1,0,0,JS,1,JSS,3
Brian,Myers,1,1,0,1,JS,5,MJ,3
Shlomo,Na'aman,8,1,0,1,JS,2,MJ,3
Devin,Naar,1,1,0,0,JS,1,AJSR,3
Michael,Naas,1,1,1,0,RS,2,JAAR,3
Pamela,Nadell,3,0,0,1,JS,1,JSS,3
Kurt,Nadelmann,1,1,0,0,JS,1,JSS,3
Judah,Nadich,1,1,0,1,JS,1,MJ,3
Hamid,Nafisi,1,1,0,1,JS,1,JSS,3
Haim,Nagid,1,1,0,1,JS,3,PRO,3
Gregory,Nagy,1,1,0,1,JS,4,PRO,1
Gerard,Nahon,1,1,0,0,JS,1,JSS,3
Edna,Nahshon,1,0,0,1,JS,1,JSS,3
Hindy,Najman,6,0,0,1,JS,4,JQR,1
Hindy,Najman,4,0,0,1,JS,4,PRO,1
Nasir,Najmi,1,1,0,1,JS,1,JQR,3
Lewis,Namier,1,1,0,1,JS,1,MJ,3
Luciano,Namorato,1,1,0,1,JS,3,PRO,3
Susan,Nance,1,0,0,0,RS,5,JAAR,3
Richard,Nance,1,1,0,1,RS,2,JAAR,1
Mordecai,Naor,1,1,0,1,JS,1,MJ,3
Uzi,Narkiss,1,1,0,0,JS,1,MJ,3
Jennifer,Nash,1,0,0,1,JS,5,AJSR,3
Issam,Nassar,1,1,0,0,JS,1,JSS,3
Benjamin,Nathans,1,1,0,1,JS,3,JSS,3
Benjamin,Nathans,2,1,0,1,JS,1,JSS,3
Jan,Nattier,1,0,0,0,RS,5,JAAR,3
Vlad,Naumescu,2,1,0,0,RS,5,JAAR,3
Abraham,Naveh,1,1,0,1,JS,1,AJSR,3
Hannah,Naveh,1,0,0,0,JS,3,PRO,3
Hannah,Naveh,1,0,0,0,JS,3,PRO,3
Pramod,Nayer,1,1,0,1,RS,5,JAAR,3
Steve,Neale,1,1,0,1,JS,1,JQR,3
Henry,Near,1,1,0,0,JS,1,JSS,3
Yehuda,Neeman,2,1,0,0,JS,3,PRO,3
Eilat,Negev,1,0,0,0,JS,1,JSS,3
Michael Zvi,Nehorai,2,1,0,1,JS,1,MJ,3
Rafe,Neis,1,0,0,0,JS,4,AJSR,1
Rachel,Neis,2,0,0,1,JS,4,AJSR,1
Eric,Nelson,3,1,0,1,RS,2,JAAR,3
Jeffrey,Nelson,1,1,0,1,JS,3,PRO,3
Amy,Nelson,5,0,0,1,JS,3,JSS,3
Leon,Nemoy,2,1,0,1,JS,2,JQR,2
Leon,Nemoy,1,1,0,1,JS,2,MJ,3
Moses Zvi,Neria,2,1,0,1,JS,1,MJ,3
Tom,Nesmith,1,1,0,0,JS,1,JQR,3
Meir,Netanyahu,1,1,0,0,JS,1,JQR,3
Amnon,Netzer,1,1,0,1,JS,1,JQR,3
Ehud,Netzer,2,1,0,1,JS,4,AJSR,1
Ronald,Neufeldt,1,1,0,0,RS,5,JAAR,3
Joachim,Neugroschel,1,1,0,0,JS,3,JQR,3
Tom,Neuhaus,1,1,0,1,RS,1,JAAR,3
Emanuel,Neumann,1,1,0,1,JS,1,MJ,3
Jacob,Neusner,1,1,0,0,JS,4,JQR,1
Jacob,Neusner,1,1,0,1,JS,4,AJSR,1
Jacob,Neusner,1,1,0,1,JS,4,AJSR,1
Jacob,Neusner,1,1,0,0,JS,4,AJSR,1
Jacob,Neusner,1,1,0,0,JS,5,AJSR,3
Jacob,Neusner,1,1,0,0,JS,4,PRO,1
Gidi,Nevo,1,1,0,1,JS,3,JSS,3
Beaumont,Newhall,1,1,0,0,JS,1,JSS,3
David,Newheiser,1,1,1,1,RS,2,JAAR,3
Lewis,Newman,1,1,0,0,JS,5,AJSR,3
Judie,Newman,2,0,0,0,JS,3,PRO,3
Adam Zachary,Newton,1,1,0,1,JS,3,PRO,3
Marek,Ney-Krwawicz,1,1,0,1,JS,1,JSS,3
Tam,Ngo,7,1,0,0,RS,5,JAAR,3
Thi HIen,Nguyen,2,0,0,0,RS,5,JAAR,3
Karen,Ni Mheallaigh,1,0,0,1,JS,4,JQR,1
Sid,Niasse,3,1,0,1,RS,5,JAAR,3
Douglas,Nickel,1,1,0,0,JS,1,JSS,3
George,Nickelsburg,1,1,0,1,JS,4,JQR,1
Tobias,Nicklas,2,1,0,1,JS,4,JQR,1
Francis,Nicosia,2,1,0,0,JS,1,JSS,3
Francis,Nicosia,1,1,0,0,JS,1,JSS,3
Anna,Niedzwiedz,1,0,0,0,RS,5,JAAR,3
Maren,Niehoff,1,0,0,1,JS,4,PRO,1
Gedaliah,Nigal,1,1,0,1,JS,2,MJ,3
Gedalyah,Nigal,1,1,0,1,JS,2,JSS,3
Mathias,Nilges,1,1,0,1,JS,3,PRO,3
Charles,Nims,1,1,0,1,JS,4,PRO,1
Francis,Nims,1,1,0,1,JS,4,PRO,1
Kim,Ninh,1,0,0,0,RS,5,JAAR,3
Akiva,Nir,1,1,0,1,JS,1,MJ,3
Oded,Nir,2,1,1,1,JS,3,PRO,3
Yeshayahu,Nir,1,1,0,0,JS,1,JSS,3
Timo,Nisula,1,1,0,1,JS,4,JQR,1
Paul,Nitzan,2,1,0,1,JS,3,PRO,3
Yigal,Nizri,3,1,0,0,JS,1,JSS,3
Vered,Noam,1,0,0,0,JS,4,AJSR,1
Vered,Noam,1,0,0,1,JS,4,PRO,1
Ivana,Noble,1,0,0,0,RS,5,JAAR,3
Florence,Noiville,1,0,0,1,JS,3,PRO,3
Charles,Nolan,2,1,0,0,JS,3,PRO,3
Brent,Nongbri,2,1,0,1,RS,5,JAAR,3
Brent,Nongbri,3,1,0,1,RS,5,JAAR,3
Pierre,Nora,1,1,0,0,JS,4,AJSR,1
Jamyang,Norbu,2,1,0,1,RS,5,JAAR,3
Anita,Norich,2,0,0,0,JS,3,PRO,3
Anita,Norich,1,0,0,0,JS,3,PRO,3
Alex,Norman,5,1,0,0,RS,5,JAAR,3
Alex,Norman,1,1,0,1,JS,4,AJSR,1
Michael,North,1,1,0,0,JS,3,PRO,3
Barley,Norton,2,1,0,0,RS,5,JAAR,3
Albrecht,Noth,1,1,0,1,RS,5,JAAR,3
Michael,Novak,1,1,0,1,RS,5,JAAR,3
David,Novak,2,1,0,1,JS,5,AJSR,3
David,Novak,1,1,0,1,JS,1,JSS,3
Avraham,Novershtern,2,1,0,0,JS,3,PRO,3
Avraham,Novershtern,3,1,0,0,JS,3,PRO,3
Christian,Novetzke,1,1,0,0,RS,5,JAAR,3
Julius,Novick,2,1,0,1,JS,5,JSS,3
David,Noy,1,1,0,1,JS,4,AJSR,1
David,Noy,2,1,0,1,JS,4,AJSR,1
Lorena,Nunez,1,0,0,0,RS,5,JAAR,3
Ajjaj,Nuwayhid,1,1,0,1,JS,5,AJSR,3
Ifeom,Nwankwo,3,0,0,0,RS,1,JAAR,3
Vivian,Nyitray,1,0,0,0,RS,5,JAAR,3
Tavia,Nyongo,1,0,0,0,RS,1,JAAR,3
Darcy,O'Brien,1,1,0,0,JS,3,PRO,3
Gerald,O'collins,1,1,0,1,RS,1,JAAR,3
RS,O'Fahey,1,1,0,1,RS,5,JAAR,3
Kevin,O'Neill,1,1,0,0,RS,5,JAAR,3
Kevin,O'Neill,3,1,0,1,RS,5,JAAR,3
Patrick,O'Neill,1,1,0,1,JS,3,PRO,3
Adrian,O'Sullivan,2,1,0,1,JS,1,JSS,3
Sung-deuk,oak,1,1,0,0,JS,5,AJSR,3
Wladyslaw,Oanas,1,1,0,0,JS,3,JSS,3
Dirk,Obbinck,1,1,0,1,JS,4,AJSR,1
Boruch,Oberlander,5,1,0,1,JS,1,AJSR,3
Gananath,Obeyesekere,1,1,0,1,RS,4,JAAR,1
Gananath,Obeyesekere,1,1,0,0,RS,5,JAAR,3
Gananath,Obeyesekere,1,1,0,1,RS,5,JAAR,3
Gananath,Obeyessekere,2,1,0,1,RS,5,JAAR,3
Peter,Ochs,1,1,0,1,RS,5,JAAR,3
Clifford,Odets,6,1,0,1,JS,5,JSS,3
Claus,Oetke,1,1,0,1,RS,4,JAAR,1
Claus,Oetke,3,1,0,1,RS,2,JAAR,1
Dalia,Ofer,1,0,0,0,JS,3,PRO,3
Dalia,Ofer,1,0,0,0,JS,1,JSS,3
Laura,Ogden,2,0,0,0,RS,4,JAAR,1
Laura,Ogden,2,0,0,0,RS,4,JAAR,1
David,Ohana,1,1,0,0,JS,1,JSS,3
Reiko,Ohnuma,1,0,0,1,RS,5,JAAR,3
Gary,Okihiro,1,1,0,0,RS,5,JAAR,3
Maurice,Olander,1,1,0,0,JS,1,JSS,3
Peter,Olden,1,1,0,1,JS,1,MJ,3
Harry,Oldmeadow,1,1,0,0,RS,5,JAAR,3
Evelyne,Oliel-Grausz,1,0,0,0,JS,1,JQR,3
Evelyne,Oliel-Grausz,2,0,0,0,JS,1,JSS,3
Elayne,Oliphant,1,0,0,0,RS,5,JAAR,3
Pedro,Oliveira,1,1,0,1,RS,5,JAAR,3
Gaspare,Oliviero,1,1,0,0,JS,4,JQR,1
Kerry,Olizky,1,1,0,1,JS,1,JSS,3
Elizabeth,Olsen,1,0,0,0,RS,5,JAAR,3
Daniel,Olsen,1,1,0,1,JS,4,AJSR,1
Jess,Olson,1,1,0,1,JS,1,JQR,3
Laura,Olson,1,0,0,0,JS,3,PRO,3
David,Olson,1,1,0,1,JS,2,JSS,3
Judith,Olszowy-Schlanger,1,0,0,0,JS,4,JQR,1
Judith,Olszowy-Schlanger,1,0,0,0,JS,1,JQR,3
Jacob,Olupona,1,1,0,1,RS,5,JAAR,3
Devora,Omer,2,0,0,1,JS,1,JSS,3
Michael,Omi,1,1,0,0,RS,1,JAAR,3
Aihwa,Ong,1,0,0,0,RS,5,JAAR,3
Aihwa,Ong,2,0,0,1,RS,5,JAAR,3
Walter,Ong,1,1,0,1,JS,2,JSS,3
Yuichiro,Onishi,2,1,0,0,RS,5,JAAR,3
Herman,Ooms,1,1,0,0,JS,5,AJSR,3
Yisrael,Oppenheim,1,1,0,1,JS,2,MJ,3
Leo,Oppenheim,2,1,0,1,JS,4,PRO,1
Ben-Zion,Orgad,4,1,0,0,JS,3,PRO,3
Matan,Orian,0,1,1,1,JS,4,JQR,1
Claude,Orrieux,1,1,0,1,JS,4,JQR,1
Robert,Orsi,1,1,0,0,RS,5,JAAR,3
Rober,Orsi,2,1,0,0,RS,5,JAAR,3
Rober,Orsi,1,1,0,0,RS,1,JAAR,3
Robert,Orsi,3,1,0,1,RS,5,JAAR,3
Jose,Ortega,4,1,0,1,RS,5,JAAR,3
Roxanne,Ortiz,1,0,0,1,RS,5,JAAR,3
Renato,Ortiz,1,1,0,1,RS,5,JAAR,3
Jeffrey,Ostler,1,1,0,1,RS,5,JAAR,3
Halifu,Osumare,1,0,0,0,RS,5,JAAR,3
Rene,Otayek,1,1,0,1,RS,5,JAAR,3
